ii                                    mean         std        2.5q        25q         50q        75q      97.5q       mc_err
pos_alpha_subj(DDA.neutral).1      1.61441     1.98202   -0.213422   0.462861    0.988424    1.90543    7.74077    0.0646226
pos_alpha_subj(DDA.neutral).2    -0.322631    0.811029    -1.68949  -0.849807   -0.379201   0.119909    1.35378    0.0293914
pos_alpha_subj(DDA.neutral).3     -2.94434      5.0945    -11.3012   -6.43271    -4.06624   0.512603    7.93515     0.174179
pos_alpha_subj(DDA.neutral).4      4.42648     2.51616    0.995667    2.58717     3.93487    5.77827    10.4651    0.0663871
pos_alpha_subj(DDA.neutral).5     -1.54819     2.12048    -4.24424   -2.85445    -1.95095  -0.793645    4.39009     0.100441
pos_alpha_subj(DDA.neutral).6    -0.749515     1.68862    -3.12983   -1.60769   -0.898726   -0.23598    3.67163    0.0471189
pos_alpha_subj(DDA.neutral).7     -1.22529    0.251685    -1.75237   -1.38987    -1.21507    -1.0552  -0.748051    0.0063618
pos_alpha_subj(DDA.neutral).8     -3.44273    0.271091    -4.01431   -3.61781    -3.42817   -3.25451   -2.94167   0.00495853
pos_alpha_subj(DDA.neutral).9    -0.566617     1.22455    -2.28342   -1.25288   -0.696491  -0.144844     2.4667    0.0494824
pos_alpha_subj(DDA.neutral).10   -0.823544     4.01446    -7.87637   -3.62416    -1.16932    1.67011    8.15578     0.127822
pos_alpha_subj(DDA.neutral).11     4.32504     2.53922    0.962521    2.48879     3.80288    5.61554    10.5893    0.0676948
pos_alpha_subj(DDA.neutral).12     1.78534     4.76848    -9.11354  -0.462456      2.3324    4.78888    10.4962     0.184464
pos_alpha_subj(DDA.neutral).13    0.160954     3.84014    -4.44152   -2.98928    -1.07368    2.86149    8.61819     0.138298
pos_alpha_subj(HC.hoarding).14     5.37544     3.30608    0.238981    2.97214     4.93945    7.28449     12.877    0.0942865
pos_alpha_subj(HC.hoarding).15     4.85486     3.13919    0.736282    2.45155     4.23429    6.56594    12.6565    0.0857196
pos_alpha_subj(HC.hoarding).16     1.47046      4.7031    -7.06498   -1.95975     1.23577    4.62375    11.1958     0.127321
pos_alpha_subj(HC.hoarding).17     5.22037     3.42242   -0.188327    2.93844     4.81309    7.06728    13.1632    0.0998128
pos_alpha_subj(HC.hoarding).18    -1.71508    0.510402    -2.44206    -2.0071    -1.78258   -1.50961  -0.583542    0.0215283
pos_alpha_subj(HC.hoarding).19     5.51476     3.14997     1.08117    3.19794     4.96635    7.18889    13.1708    0.0900986
pos_alpha_subj(HC.hoarding).20     5.82047     3.04786     1.70625    3.56748     5.25503    7.38316    13.2994    0.0820652
pos_alpha_subj(HC.hoarding).21     1.56338     2.49005   -0.691714   0.145137    0.735419    1.82465    9.36101     0.089854
pos_alpha_subj(HC.hoarding).22     1.22049     2.37278   -0.672177  0.0138691    0.473036    1.26755    8.87925    0.0915795
pos_alpha_subj(HC.hoarding).23     5.57352     3.10534     1.15843    3.25924      5.0675    7.31974    12.9334     0.094366
pos_alpha_subj(HC.hoarding).24      5.5815     3.08409     1.04595    3.34963     4.97969    7.37153    13.0193    0.0804493
pos_alpha_subj(HC.hoarding).25     4.72965     3.35643   -0.291425    2.22077     4.28255    6.72675     12.401    0.0885334
pos_alpha_subj(HC.hoarding).26    0.139558     4.82948    -7.20199   -3.20434    -1.49123    3.50898    10.8962     0.168537
pos_alpha_subj(HC.hoarding).27    -6.79105     1.70345    -11.0701   -7.60827    -6.42366   -5.55103   -4.61352    0.0501923
pos_alpha_subj(HC.hoarding).28     4.50326     3.43053   -0.224274    1.83541     3.92573    6.62112    12.5933     0.085854
pos_alpha_subj(HC.hoarding).29      2.2241     4.46488    -3.37673   -2.02381     2.17521    5.43638    11.7093     0.331762
pos_alpha_subj(HC.hoarding).30     4.34378     3.49742   -0.258264    1.59536     3.67107    6.30084    12.8035     0.104468
pos_alpha_subj(HC.hoarding).31    0.742772     5.22473    -8.23559   -3.38091    0.634233    4.45057    11.2943     0.143307
pos_alpha_subj(HC.hoarding).32     3.75282     3.74951    -2.16488    1.13314     3.32371    6.03604    12.1049     0.152436
pos_alpha_subj(HC.hoarding).33     5.14996     3.08302    0.819499    2.77679     4.59775    6.99213    12.5656    0.0766824
pos_alpha_subj(HC.hoarding).34     4.72118     3.46323    -0.47484    2.21834     4.22707    6.67728    12.6713    0.0986506
pos_alpha_subj(HC.hoarding).35    0.912424      3.1287    -1.99883   -1.04117   -0.396336    1.77189    9.60133     0.128627
pos_alpha_subj(HC.hoarding).36   -0.823876      2.9796    -3.45785   -2.51271    -1.81775  -0.625038    8.19977     0.193663
pos_alpha_subj(HC.hoarding).37     5.72861     3.02967     1.29894    3.55089     5.23518    7.35337    12.8638    0.0870114
pos_alpha_subj(HC.hoarding).38     4.61956     3.64378    -2.52312    2.33351     4.22582    6.66837    12.7556    0.0966472
pos_alpha_subj(HC.hoarding).39     5.72973     2.89904     1.46518    3.53878     5.23819    7.50929    12.6033    0.0746282
pos_alpha_subj(HC.hoarding).40     5.68845     3.10165     1.38487    3.43494     5.06764     7.4048    13.1838    0.0899646
pos_alpha_subj(HC.hoarding).41     5.89066     2.97901     1.73862    3.65696     5.30004    7.56479    13.0908    0.0834876
pos_alpha_subj(HC.hoarding).42     2.86463     3.02959   -0.106707   0.819025     1.74965    3.92279    10.9708     0.112169
pos_alpha_subj(HC.hoarding).43     4.60714     3.39782   -0.116882    1.99082     3.99577    6.57875    12.6929    0.0926705
pos_alpha_subj(HC.hoarding).44     2.47744     4.92348    -6.88331   -1.18166     2.63249    5.79985    12.2393     0.131962
pos_alpha_subj(HC.hoarding).45    -4.74473     1.38373    -8.75302   -5.10859    -4.35616   -3.90146   -3.29777    0.0444387
pos_alpha_subj(HC.hoarding).46     2.17741     2.89522   -0.873733    0.22143     1.20419    3.17313    9.75354    0.0857502
pos_alpha_subj(HC.hoarding).47     2.42163     4.99171    -7.54884  -0.704716     2.78697    5.69434    11.8081     0.134066
pos_alpha_subj(HC.hoarding).48     4.02457     3.72167    -2.74511    1.55562     3.65433     6.2646    12.3561     0.162865
pos_alpha_subj(HC.hoarding).49    -1.35559     4.87405    -8.78198   -4.79624    -2.79391    1.68243    9.64411     0.235312
pos_alpha_subj(HC.hoarding).50     5.43343     3.00194     1.31589    3.14221     4.79647    7.18619     12.722       0.0751
pos_alpha_subj(HC.hoarding).51     5.54393       2.993     1.38459    3.28975     5.04804    7.21411    12.5931    0.0842947
pos_alpha_subj(HC.hoarding).52       1.786     3.05498    -1.54072  -0.242818    0.751591     2.8635    9.94982     0.101798
pos_alpha_subj(HC.hoarding).53     6.05446     3.00709     1.85953    3.85434     5.47312    7.66166    13.5825    0.0803267
pos_alpha_subj(HC.hoarding).54     4.66141     3.37543  -0.0859108    2.11174     4.08454    6.51687    12.7518    0.0922774
pos_alpha_subj(HC.hoarding).55   -0.324144      1.2405    -1.72136  -0.910087   -0.496058 -0.0227342    2.30909    0.0419199
pos_alpha_subj(HC.hoarding).56     5.46597     3.19808    0.925795    3.04824     4.97075    7.32028    13.2048    0.0891223
pos_alpha_subj(HC.neutral).14      5.99585     3.11778      1.4836    3.78634     5.49657       7.67    13.3707    0.0855009
pos_alpha_subj(HC.neutral).15      4.25277     3.17672    0.529747     1.7933     3.40489    5.98824    12.2658    0.0932029
pos_alpha_subj(HC.neutral).16      5.38981     3.47031   -0.706654    3.17603     4.99476    7.30746    13.3382    0.0913327
pos_alpha_subj(HC.neutral).17      1.46298     4.19066    -3.58926   -1.97527    0.228311    4.45308    11.1413     0.204176
pos_alpha_subj(HC.neutral).18    -0.425356     1.61501    -2.09355   -1.22423   -0.726669  -0.139442    4.47672    0.0656016
pos_alpha_subj(HC.neutral).19      5.11517     3.10116    0.589663    2.74345     4.65582    6.98803    12.1081    0.0728288
pos_alpha_subj(HC.neutral).20      5.28715     3.10715     1.19891    2.86223     4.62599    7.07687    13.0737    0.0865023
pos_alpha_subj(HC.neutral).21      6.13102       2.967     1.76219    3.97448      5.6538    7.82627    13.2881    0.0734781
pos_alpha_subj(HC.neutral).23      5.62804     3.10652     1.22159    3.28048     5.06085    7.46238    13.0205    0.0816637
pos_alpha_subj(HC.neutral).24      5.17683     3.48835    -1.12981    2.82982     4.84109    7.27109    12.9243    0.0852874
pos_alpha_subj(HC.neutral).25      1.27362     4.82718    -6.53711   -2.49649    0.771848    4.65764    11.5872     0.124293
pos_alpha_subj(HC.neutral).26       4.5329      3.1899    0.780335    2.01296     3.67993    6.35142    12.3828     0.102086
pos_alpha_subj(HC.neutral).27     0.202434     5.33807    -8.29024   -4.08229   -0.378263    4.33549    10.9695      0.21091
pos_alpha_subj(HC.neutral).28    -0.891173    0.594214    -2.02858   -1.29754   -0.914645  -0.489519   0.308927    0.0231461
pos_alpha_subj(HC.neutral).29      3.93322     3.12526    0.530506    1.58138     2.86208    5.60563    11.9592    0.0871285
pos_alpha_subj(HC.neutral).30      5.03791     3.52032    -1.99069    2.70866      4.7372    7.16479    12.8314     0.107818
pos_alpha_subj(HC.neutral).32       4.4668     3.31472    0.320242     1.8877     3.70372    6.28416    12.5472    0.0981394
pos_alpha_subj(HC.neutral).35      5.91779     3.03186     1.66439    3.67561     5.39388    7.53525    13.3155     0.077187
pos_alpha_subj(HC.neutral).36       5.0689     3.18016    0.475597    2.63384     4.52121    7.05236     12.389    0.0863182
pos_alpha_subj(HC.neutral).37      5.74685     3.04585     1.15887    3.45902     5.33378    7.61772    12.5575    0.0778182
pos_alpha_subj(HC.neutral).38      2.74323      4.2628    -4.80386  -0.286058     2.33093    5.52994    11.8603     0.114741
pos_alpha_subj(HC.neutral).40     -1.11554     0.55366     -1.9289    -1.4413     -1.1758  -0.855159 -0.0395386     0.014624
pos_alpha_subj(HC.neutral).43      6.34257     2.93022     2.29319    4.18287     5.80752     7.9215    13.4459    0.0734905
pos_alpha_subj(HC.neutral).44      4.21239     3.22534     0.33307    1.71757     3.38512    5.93695    12.1278    0.0893033
pos_alpha_subj(HC.neutral).45      2.62925     4.73838    -7.16451 -0.0713413     2.54957    5.66425    12.1677     0.188152
pos_alpha_subj(HC.neutral).47     0.548986     5.17204    -8.21788   -3.52549    0.229801    4.30624    10.7227     0.155462
pos_alpha_subj(HC.neutral).48      2.83605     4.02255    -4.36517   0.248783      2.2785    5.39699    11.4486     0.149838
pos_alpha_subj(HC.neutral).50      6.28907     2.96193     2.08004    4.08841     5.76573    7.91644    13.3606    0.0767706
pos_alpha_subj(HC.neutral).52    -0.354523    0.831196    -1.39001    -0.7386   -0.421103 -0.0907305   0.841772    0.0345039
pos_alpha_subj(HC.neutral).53      5.08842     3.24214    0.592996    2.64478     4.50829    6.90618    12.7687    0.0880997
pos_alpha_subj(HC.neutral).56      4.65437     3.37648   0.0901292    2.03217     4.01713    6.66116      12.65     0.120448
pos_alpha_subj(HC.neutral).57      1.34701     2.40192   -0.558377  0.0578531    0.545559    1.43661    8.95341    0.0999709
pos_alpha_subj(HC.neutral).58      2.20215     5.01609    -7.49292    -1.2648      2.2663    5.60001    11.8832     0.114198
pos_alpha_subj(HC.neutral).59      3.37349     3.37856   -0.599636   0.823067     2.35312    5.18986    12.0754    0.0935193
pos_alpha_subj(HC.neutral).60      4.59459     3.35223     0.29338    1.93793     3.91793    6.56906    12.4716     0.102434
pos_alpha_subj(HC.neutral).61     -1.12287     4.84946     -8.5537   -4.64637    -1.95911    2.05039    9.42603     0.215538
pos_alpha_subj(HC.neutral).62      2.03065     2.77208   -0.580818   0.338102     1.01193    2.58261    10.0366    0.0896694
pos_alpha_subj(HC.neutral).63      2.35027     3.29219    -1.08197  0.0707677     1.13269    3.71232    10.9755     0.163991
pos_alpha_subj(HC.neutral).64     0.684252     5.06537    -7.90954   -3.01423  -0.0553706    4.41419    10.9307      0.18592
pos_alpha_subj(HC.neutral).65      4.21504     3.11573    0.665175    1.81066     3.22801    5.92875    12.1915    0.0862444
pos_alpha_subj(HC.neutral).66      3.97072      3.2865    0.103971    1.42094     2.96018    5.85545    12.0714     0.109246
pos_alpha_subj(HC.neutral).67      4.41497     3.33958    0.188542    1.82882     3.60006    6.33949    12.3568    0.0874945
DIC: 14066.230609
deviance: 13992.599378
pD: 73.631231
